1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2
1,1,2,3,3,2,3,4,3,3,4,3,3,2,3,3,4,3,3,2
1,1,1,1,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,1
1,1,1,1,4,4,4,5,5,5,6,5,5,5,5,5,6,5,5,1
2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,2,2,5,5,5,6,6,6,7,6,6,6,6,6,7,6,6,1
1,1,1,1,4,4,4,5,5,5,6,5,5,5,5,5,6,5,5,1
4,3,3,3,3,3,3,3,3,3,8,3,3,3,7,7,3,7,7,2
1,4,1,1,1,1,6,1,5,5,9,7,5,5,5,8,8,8,8,1
4,2,5,5,6,6,7,7,2,2,10,2,7,7,8,9,9,9,9,2
1,1,1,1,4,4,4,5,5,5,9,5,5,5,5,5,6,5,5,1
1,1,1,1,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,1
1,2,2,2,2,2,5,6,2,2,2,2,2,2,2,2,2,2,2,2
4,3,3,3,7,3,8,8,7,7,11,8,8,8,9,10,10,10,10,2
1,3,3,3,3,3,3,3,3,3,3,3,3,3,7,11,3,7,11,2
2,4,4,4,8,7,9,9,8,8,12,9,9,9,10,12,11,11,12,1
1,1,1,1,4,1,4,10,5,5,9,5,10,5,5,13,12,12,13,1
1,1,1,1,1,1,4,1,9,9,6,1,1,1,1,1,1,13,14,1
4,3,3,3,3,3,3,3,3,3,3,3,3,3,7,11,3,7,11,2
4,3,3,3,7,8,10,11,10,10,13,10,11,10,11,14,13,14,15,2
4,2,2,2,5,6,5,6,6,6,7,6,6,6,6,6,7,6,6,1
1,1,1,1,4,4,4,5,5,5,9,5,10,5,5,13,12,12,13,1
1,1,1,1,4,4,4,5,5,5,9,5,5,5,5,5,6,5,5,1
1,1,1,1,4,2,4,5,11,11,3,4,12,11,12,15,14,15,16,2
1,1,1,1,4,4,4,5,5,5,6,5,5,5,5,5,6,5,5,1
2,4,4,4,8,7,9,9,8,12,14,11,13,12,13,16,15,16,17,1
1,1,1,1,4,1,4,10,5,5,9,5,10,5,5,13,12,12,13,1
1,2,2,3,3,3,3,2,2,2,2,2,2,13,2,2,2,2,3,2
1,1,2,2,4,2,2,2,2,2,2,12,2,2,2,13,2,2,2,1
2,4,4,4,1,1,6,1,5,13,15,13,14,14,5,8,8,8,8,1
1,1,1,1,4,4,4,5,5,5,6,5,5,5,5,5,6,5,5,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,7,11,3,7,11,2
1,1,1,1,4,4,4,5,5,5,9,5,5,5,5,5,6,5,5,1
4,2,2,2,5,5,11,6,2,2,16,2,7,6,6,2,2,17,2,2
4,2,2,3,3,3,11,12,2,2,2,2,7,8,2,2,2,2,2,2
1,1,1,1,4,4,4,5,5,5,9,5,10,5,5,13,12,12,13,1
3,2,2,5,6,6,12,7,12,6,7,6,15,15,6,17,7,18,6,1
1,1,1,1,4,4,4,10,5,5,6,5,5,5,5,5,6,5,5,1
1,1,1,1,4,4,4,5,5,5,9,5,10,5,5,13,12,12,13,1
4,3,3,3,7,3,10,11,7,7,17,8,8,16,9,18,16,10,18,2
4,3,3,3,7,8,10,11,10,10,13,10,11,10,11,14,13,14,15,2
1,1,1,1,4,1,4,10,5,5,9,5,10,5,5,13,12,12,13,1
1,1,1,1,4,4,4,4,4,4,18,4,4,17,4,4,5,4,19,1
4,2,2,2,2,9,11,12,2,2,2,2,7,8,8,19,17,17,2,2
4,3,3,3,3,3,3,3,3,3,19,3,3,3,7,11,3,7,11,2
1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,4,4,4,1,1,1,1,1,1,1,9,1,1,1,1,1,19,1,1
4,2,2,2,5,10,5,6,13,14,20,14,16,18,14,20,18,20,20,2
1,1,1,1,4,1,4,10,5,5,9,5,10,5,5,13,12,12,13,1
4,2,2,2,5,10,11,13,14,14,21,15,16,18,8,20,19,21,21,2
1,1,1,1,4,4,4,5,4,4,18,4,4,4,4,4,5,4,19,1
1,1,1,1,4,4,4,5,5,5,6,5,5,5,5,5,6,5,5,1
1,1,1,1,4,4,4,1,4,4,5,1,17,17,4,1,20,22,14,1
1,1,1,1,4,4,4,5,5,5,9,5,5,5,5,5,6,5,5,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,7,11,3,7,11,2
1,1,1,1,4,4,4,5,5,5,9,5,5,5,5,13,6,12,13,1
1,1,1,1,4,4,4,5,5,5,9,5,10,5,5,13,12,12,13,1
2,4,6,4,1,1,6,1,1,6,7,6,18,14,15,6,21,6,6,1
4,3,3,3,3,3,3,3,3,3,3,3,3,3,7,11,3,7,11,2
2,4,4,4,1,1,1,1,1,1,1,9,1,1,1,1,1,8,8,1
4,3,3,3,3,3,3,3,3,3,3,3,3,3,7,11,3,7,11,2
1,1,1,3,4,4,3,14,11,3,3,4,4,11,12,15,14,23,19,2
4,2,2,2,5,5,11,6,2,2,2,2,7,6,16,2,2,17,2,2
1,1,1,1,4,4,4,5,4,5,5,5,10,5,17,13,12,12,16,1
1,1,1,1,1,1,6,1,5,5,9,5,10,5,5,13,12,24,13,1
1,1,1,1,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,1
4,3,3,3,3,3,3,3,3,3,3,3,3,3,7,11,3,7,3,2
1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,5,10,5,6,13,14,4,16,16,18,14,20,18,20,22,1
4,3,3,3,3,3,3,3,3,3,3,3,3,3,7,11,3,2,3,2
2,4,4,4,8,7,9,9,8,8,12,9,19,19,18,21,22,25,23,1
1,1,1,2,4,4,2,2,5,5,9,5,10,5,5,13,12,12,13,1
2,4,4,4,8,7,9,9,8,8,14,9,9,9,10,12,11,26,12,1
1,1,1,3,4,4,3,5,11,3,3,4,4,11,12,15,14,23,19,2
4,3,3,3,7,3,10,11,10,10,13,10,11,20,11,14,13,14,15,2
4,2,7,6,9,11,13,15,2,7,11,2,7,8,8,19,9,9,9,2
1,1,1,1,4,4,4,5,5,5,9,5,5,5,5,13,6,12,5,1
2,4,4,4,1,1,1,1,8,1,1,9,1,9,10,12,11,26,12,1
