1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,1,2,2,1,2,1,2,2,2,1,2,1
2,1,2,1,2,2,1,2,1,3,2,2,1,2,1
3,2,3,2,3,3,2,3,2,4,3,3,2,3,2
2,3,4,3,4,4,3,4,3,5,4,4,3,4,1
1,1,1,1,2,2,1,2,1,3,2,2,4,5,1
2,1,2,4,2,5,4,5,4,2,5,5,5,6,1
2,1,2,1,2,2,1,6,1,3,2,2,4,5,1
2,1,2,4,2,5,4,5,4,2,5,5,5,6,1
3,2,3,2,3,6,2,7,5,6,6,3,2,3,2
2,1,2,4,2,5,4,5,4,2,5,5,5,6,1
1,1,2,1,2,7,4,5,4,2,5,6,6,7,1
2,3,4,4,5,5,5,8,6,7,7,7,7,8,1
3,2,3,2,3,6,2,7,5,6,6,3,2,3,2
3,2,3,2,3,3,2,9,2,4,3,3,2,9,2
3,2,3,2,3,3,2,9,2,4,3,3,2,9,2
2,3,4,3,5,4,5,8,6,7,8,8,8,10,1
1,1,1,1,2,2,1,2,1,3,2,2,1,2,1
3,2,3,2,3,3,2,9,2,4,3,3,2,9,2
2,3,4,3,5,4,5,8,6,7,7,7,7,10,1
2,3,2,4,5,5,4,5,4,8,5,5,5,6,1
1,1,1,1,2,2,1,2,7,2,9,6,1,2,1
2,1,2,4,2,5,4,5,4,2,5,5,5,6,1
3,2,3,2,3,6,2,7,5,6,6,3,2,3,2
1,1,1,1,1,1,6,1,7,1,10,1,9,1,1
3,2,3,2,3,6,2,3,2,9,3,3,2,3,2
3,2,3,2,3,6,2,7,5,6,6,3,2,3,2
1,1,1,1,1,1,7,10,8,10,11,9,10,11,1
1,1,1,1,1,8,7,10,8,10,12,10,11,12,1
1,4,5,5,6,9,8,11,9,11,13,11,12,13,1
1,1,1,1,1,1,9,1,10,10,14,12,13,14,1
1,4,5,5,6,9,8,11,11,11,15,13,11,15,1
1,1,1,1,2,1,1,1,1,3,1,14,1,2,1
3,2,3,2,3,6,2,7,5,6,6,3,2,3,2
1,1,1,1,2,2,7,12,12,12,16,6,6,16,1
3,2,3,2,3,6,2,7,5,6,6,3,2,3,2
1,1,1,1,1,1,7,1,7,1,11,9,9,1,1
2,3,2,4,5,5,5,6,6,13,7,7,7,8,1
1,1,1,1,1,2,1,1,1,14,2,2,4,5,1
1,1,1,1,1,1,7,1,7,1,11,10,9,1,1
3,2,3,2,3,6,2,7,5,6,6,3,2,3,2
3,2,3,2,3,6,2,7,5,6,6,3,14,17,2
