1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,3,1
2,2,3,3,3,3,3,4,2
1,1,1,1,1,1,1,1,1
1,1,2,4,4,4,4,5,1
1,1,1,1,1,1,1,3,1
2,2,3,3,5,5,5,6,2
1,1,2,1,1,4,4,5,1
3,3,4,5,6,6,6,7,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1
1,1,2,4,4,4,4,5,1
2,3,4,5,7,7,7,8,1
3,3,4,5,6,6,6,7,1
1,1,2,2,2,2,2,2,1
2,2,3,3,3,3,3,4,2
1,1,2,2,2,2,2,2,1
1,1,2,4,4,4,4,5,1
1,1,2,2,2,2,2,2,1
3,3,4,5,6,6,6,7,1
1,3,1,1,6,6,8,3,1
1,1,2,4,4,4,4,5,1
2,2,3,3,3,3,3,9,2
1,1,2,2,2,2,2,2,1
1,1,1,1,1,4,4,1,1
1,1,2,2,2,2,2,2,1
4,4,5,6,8,8,9,10,2
1,1,2,4,4,4,4,5,1
2,2,3,7,7,7,7,8,2
1,1,2,2,2,2,2,2,1
2,2,3,3,3,3,3,4,2
3,3,4,5,6,6,6,7,1
2,2,3,3,3,3,3,4,2
1,1,2,2,2,2,2,2,1
2,2,3,3,3,3,3,4,2
2,3,4,5,7,7,7,8,1
2,2,3,7,7,7,7,8,2
2,3,4,5,7,7,7,8,1
1,1,2,1,1,4,4,5,1
1,1,1,1,1,4,4,5,1
1,3,1,1,6,6,8,3,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
2,3,4,5,7,7,7,8,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1
2,2,3,3,3,3,3,4,2
1,1,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,2,4,4,4,4,5,1
1,1,2,4,4,4,4,5,1
1,3,1,1,6,6,8,3,1
4,4,5,6,8,8,9,11,2
2,2,3,3,5,5,5,6,2
1,1,2,2,2,2,2,2,1
1,1,2,4,4,4,4,5,1
1,1,1,1,1,1,1,1,1
1,1,2,4,4,4,4,5,1
3,3,4,5,6,6,6,7,1
1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
2,3,4,5,7,7,7,8,1
1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,1
2,2,3,3,3,3,3,4,2
2,3,4,5,7,7,7,8,1
1,3,1,8,6,6,6,3,1
1,1,2,1,1,4,4,5,1
1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,1
2,3,4,5,7,7,7,8,1
1,1,1,1,1,1,1,1,1
3,3,4,5,6,6,6,7,1
1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,4,4,5,1
1,1,1,1,1,1,1,1,1
1,1,2,1,1,4,4,5,1
1,1,2,2,2,2,2,2,1
3,3,4,5,6,6,6,7,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,1,1,1,4,4,5,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
1,1,2,2,2,2,2,2,1
2,2,3,3,3,3,3,9,2
3,3,4,5,6,6,6,7,1
2,2,3,3,3,3,10,9,2
3,3,4,5,6,6,6,7,1
