1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1
1,1,1,1,1,2,2,1
1,1,2,2,2,3,3,1
1,1,2,2,2,3,3,1
1,1,2,2,2,3,3,1
1,1,2,2,2,3,3,1
1,1,2,2,2,3,3,1
1,1,2,2,2,3,3,1
1,1,2,2,2,3,3,1
1,1,2,2,2,3,3,1
1,2,3,2,3,4,4,1
1,2,3,2,3,4,4,1
1,2,3,2,3,4,4,1
1,2,3,2,3,4,4,1
1,2,3,2,3,4,4,1
1,2,3,2,3,4,4,1
1,2,3,2,3,4,4,1
1,2,3,2,3,4,4,1
1,2,3,2,3,4,5,1
1,2,3,2,3,4,5,1
1,2,3,2,3,4,5,1
1,2,3,2,3,4,5,1
1,2,3,2,3,4,5,1
1,2,3,2,3,4,5,1
1,2,3,2,3,4,5,1
1,2,3,2,3,4,5,1
1,2,3,3,4,5,6,1
1,2,3,3,4,5,6,1
1,2,3,3,4,5,6,1
1,2,3,3,4,5,6,1
1,2,3,3,4,5,6,1
1,2,3,3,4,5,6,1
1,2,3,3,4,5,6,1
1,2,3,3,4,5,6,1
2,3,4,4,5,6,7,2
2,3,4,4,5,6,7,2
2,3,4,4,5,6,7,2
2,3,4,4,5,6,7,2
2,3,4,4,5,6,7,2
2,3,4,4,5,6,7,2
2,3,4,4,5,6,7,2
2,3,4,4,5,6,7,2
2,3,4,5,6,7,8,2
2,3,4,5,6,7,8,2
2,3,4,5,6,7,8,2
2,3,4,5,6,7,8,2
2,3,4,5,6,7,8,2
2,3,4,5,6,7,8,2
2,3,4,5,6,7,8,2
2,3,4,5,6,7,8,2
3,4,5,6,7,8,9,2
3,4,5,6,7,8,9,2
3,4,5,6,7,8,9,2
3,4,5,6,7,8,9,2
3,4,5,6,7,8,9,2
3,4,5,6,7,8,9,2
3,4,5,6,7,8,9,2
3,4,5,6,7,8,9,2
