1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,1
1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,1,1,1,2,1,2,1
1,1,1,1,1,2,1,2,1,2,1
1,1,1,1,1,2,2,2,1,2,1
1,1,1,1,1,2,2,2,2,2,1
1,1,1,1,2,2,2,2,2,2,1
1,1,1,1,2,3,2,3,3,3,1
1,1,1,1,3,3,2,3,3,3,1
1,1,1,1,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,3,1
1,1,2,2,3,3,2,3,3,4,1
1,2,2,2,3,3,2,4,3,4,1
1,2,2,2,3,3,2,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,3,3,3,4,3,4,1
1,2,2,2,4,3,4,4,4,4,1
1,2,2,2,4,4,4,5,4,5,1
1,2,2,2,4,4,4,5,4,5,1
2,2,2,2,4,4,4,5,4,5,1
2,2,2,2,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,5,4,5,1
2,2,3,3,4,4,4,6,5,5,1
2,2,3,3,4,4,4,6,5,6,1
2,2,3,3,4,4,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,4,5,5,6,5,6,1
2,3,4,3,5,6,5,7,6,7,1
2,3,4,3,5,6,5,7,6,7,2
2,3,4,3,5,6,5,7,6,7,2
2,3,4,3,5,6,5,7,6,7,2
2,3,4,4,5,6,5,7,6,7,2
2,3,4,4,6,6,5,7,6,7,2
2,3,4,4,6,6,6,7,6,7,2
2,3,4,4,6,6,6,7,6,7,2
2,3,4,4,6,6,6,7,6,7,2
2,3,4,4,6,6,6,7,6,7,2
2,3,4,4,6,6,6,7,7,7,2
2,3,4,4,6,6,6,7,7,7,2
2,3,4,4,6,7,6,7,7,7,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,4,4,6,7,6,8,7,8,2
2,3,5,4,7,8,7,8,7,8,2
3,3,5,4,7,8,7,9,8,9,2
3,3,5,4,7,8,7,9,8,9,2
3,3,5,5,8,8,7,10,8,9,2
3,3,5,5,8,8,7,10,8,9,2
3,3,5,5,8,8,7,10,8,9,2
3,3,5,5,8,8,7,10,8,9,2
3,3,5,5,8,8,7,10,8,9,2
3,3,5,5,8,8,7,10,8,9,2
3,3,5,5,8,8,7,10,8,9,2
3,3,5,5,8,8,7,10,8,9,2
3,4,5,5,8,8,7,10,8,9,2
3,4,5,5,8,8,7,10,8,9,2
3,4,5,5,8,8,7,10,8,9,2
3,4,5,5,8,8,8,10,8,10,2
3,4,5,5,8,8,8,10,9,10,2
3,4,5,5,8,8,8,10,9,10,2
3,4,5,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,5,8,8,8,10,9,10,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,10,11,2
3,4,6,6,9,9,9,11,11,11,2
3,4,6,6,9,9,9,11,11,11,2
3,4,6,6,9,9,9,11,11,11,2
3,4,6,6,9,9,9,11,11,11,2
3,4,6,6,9,9,9,11,11,11,2
3,4,6,6,9,9,9,11,11,11,2
2,3,5,4,10,10,10,12,12,12,2
