1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,2,1,5,2,2,2,2,5,2,2,5,5,5,2,2,5,2,1
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,5,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,5,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,4,5,5,6,5,5,5,5,6,5,6,6,6,6,6,5,7,6,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,6,7,6,6,6,6,7,6,7,7,7,7,7,6,8,7,1
3,4,5,7,8,7,7,7,7,8,7,8,8,8,8,8,7,9,8,2
2,2,4,4,4,4,4,4,8,9,4,9,9,9,9,9,8,10,9,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,10,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,2,2,2,8,8,8,9,10,8,10,10,10,10,10,9,11,11,2
3,4,5,7,8,7,7,7,7,8,7,8,8,8,8,8,10,12,12,2
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,4,4,4,4,4,4,8,9,4,9,9,9,9,9,8,10,9,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,5,5,6,5,5,5,5,6,5,6,6,6,6,6,5,7,6,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,2,2,2,8,8,8,9,10,8,10,10,10,11,11,9,13,13,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,5,2
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
3,4,5,7,8,7,7,7,7,8,7,8,8,8,8,8,7,9,8,2
3,4,5,5,6,5,5,5,5,6,5,6,6,6,6,6,5,7,14,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,5,5,6,5,5,5,5,6,5,6,6,6,6,6,5,7,6,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,5,2
3,4,5,5,6,5,5,5,5,6,5,6,6,6,6,6,5,7,14,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,5,2
3,4,4,4,4,4,4,4,4,4,4,11,11,9,12,12,11,14,15,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,10,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,10,2
2,2,2,2,2,8,8,8,9,10,8,10,10,10,10,10,9,11,11,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,10,2
2,2,2,2,2,8,8,8,9,10,8,10,10,10,10,10,12,11,11,2
3,4,5,5,6,5,5,5,5,6,5,6,6,6,6,6,5,7,6,2
1,1,1,6,7,6,6,6,6,7,6,12,7,11,7,13,13,15,16,1
3,4,4,4,4,4,4,4,4,4,4,4,11,4,12,12,11,14,15,2
2,2,4,4,4,4,4,4,8,9,4,9,9,9,9,9,8,10,9,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,5,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,10,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,6,7,6,6,6,6,7,6,7,7,7,7,7,6,8,7,1
3,4,5,7,8,7,7,7,7,8,7,8,8,8,8,8,10,12,12,2
1,1,1,6,7,6,6,6,6,7,6,12,7,11,7,13,13,15,16,1
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
2,2,4,4,4,4,4,4,8,9,4,9,9,9,9,9,8,10,9,2
1,3,3,3,3,3,3,3,3,3,3,3,12,3,13,3,14,16,17,1
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,10,2
3,4,5,7,8,7,7,7,7,8,7,8,8,8,8,8,10,12,12,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,10,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,5,2
3,4,5,5,6,5,5,5,5,6,5,5,6,6,6,5,5,6,10,2
2,2,2,2,2,8,8,8,9,10,8,10,10,10,10,10,9,13,11,2
1,1,1,6,7,6,6,6,6,7,6,12,7,11,7,13,13,15,16,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,9,9,8,8,8,10,8,9,9,9,9,11,8,10,9,2
