-1.463,-1.946,-0.958,-1.232,-2.327,-1.287,-1.795,-0.748,-0.474,-2.041,-0.994,-1.342,-2.962,-1.23,-2.108,-2.204,-2.04,-1.224,-3.155,-1.946,-1.818,-1.8,-1.135,-1.973,-0.64,-1.455,-0.89,-1.003,-1.239,-1.724,-2.426,-1.706,-3.126,-1.512,-0.876,-2.465,2
-1.66,-1.732,-1.623,-1.687,-3.179,-2.655,-1.851,-1.543,-1.767,-2.618,-1.023,-1.985,-3.138,-1.773,-3.087,-2.453,-3.001,-1.709,-2.092,-0.345,-2,-0.21,1.745,-1.46,0.85,-0.575,-0.774,-0.263,-0.9,-1.303,-0.584,-0.997,-0.702,-0.656,-0.186,-1.329,7
-1.682,-1.646,-1.723,-1.522,-2.926,-2.306,-1.864,-1.225,-1.434,-2.718,-1.553,-1.562,-2.842,-1.717,-2.471,-2.516,-2.78,-1.385,-1.016,-1.013,-2.187,-0.4,-0.349,-1.361,0.439,-0.691,-0.726,0.022,-0.673,-1.074,-1.023,-0.971,-0.802,-0.626,-0.488,-1.649,7
-1.599,-1.673,-1.691,-1.605,-3.403,-2.45,-1.829,-1.035,-2.19,-2.579,-1.581,-1.866,-3.101,-2.078,-2.834,-2.534,-3.097,-1.199,-1.083,-0.338,-4.651,-0.392,-0.274,-1.144,1.438,-0.466,-0.49,-0.116,-0.873,-1.152,-0.517,-0.989,-1.223,-0.808,-0.002,-1.638,7
-1.618,-1.515,-1.629,-1.382,-2.948,-1.936,-1.841,-1.199,-1.578,-2.27,-1.405,-1.547,-2.9,-1.964,-2.257,-2.605,-2.583,-1.227,-0.899,-1.08,-4.08,-0.378,-0.26,-0.821,1.236,-0.181,-0.741,-0.008,-0.545,-0.716,-0.472,-0.921,-0.696,-0.433,0.015,-1.818,7
-1.552,-1.588,-2.207,-1.902,-3.399,-2.503,-2.271,-1.454,-3.233,-2.662,-1.882,-2.324,-3.244,-2.003,-2.894,-3.129,-2.993,-1.48,-1.382,-0.467,-2.743,-1.332,-0.08,-1.149,4.604,-0.545,-0.105,0.055,-1.438,-1.427,-0.77,-1.183,-1.643,-0.564,0.133,-2.774,7
-1.86,-1.581,-2.068,-1.581,-3.123,-1.856,-2.053,-1.141,-1.751,-2.578,-1.497,-2.125,-3.158,-2.098,-2.32,-2.145,-2.687,-1.41,0.053,-0.482,-1.293,-7.203,-0.826,-3.715,0.954,-0.495,-0.453,-0.618,-0.438,-1.065,-0.349,-1.343,-2.076,-0.685,0.026,-1.465,7
0,-0.114,-0.097,-0.003,-0.987,-0.428,-0.147,0.194,-0.004,0,0.201,-0.001,-1.129,-0.002,-0.334,-0.008,-0.515,0.241,1.555,0,-0.003,0,0.689,0,0.003,0.172,0.35,0,-0.001,0,-0.001,0.111,0.933,0.001,0.002,0.001,14
-0.151,-0.575,-0.004,-0.004,-0.785,-0.207,-0.319,0.123,-0.003,-0.001,0.453,-0.001,-0.989,-0.002,-0.148,0,-0.006,0,1.182,0.035,-0.002,-0.001,-0.001,-0.001,0.001,0.194,0,0,-0.002,-0.001,-0.001,0.132,0.917,0,0.001,-0.001,14
0,-0.216,-0.333,-0.528,-0.992,-0.557,-0.495,0.782,-0.004,-0.447,0.539,-0.001,-1.198,-0.002,-0.036,0.001,-0.058,0.595,1.683,-0.001,-0.003,-0.002,0.226,0,0.01,-0.001,0.031,0.265,-0.002,0,0.43,0.001,1.5,0.001,0.002,-0.003,14
0.001,-0.01,-0.307,-0.456,-0.896,-0.401,-0.416,-0.001,0.054,-0.018,0.66,0.622,-1.21,-0.002,-0.212,-0.227,-1.229,0.603,1.217,0,-0.002,-0.002,0,-0.001,0.007,0.132,0,0,-0.003,-0.001,-0.004,0.001,0.995,0.096,0.172,-0.007,14
0,-0.343,-0.044,-0.003,-1.09,-0.216,-0.576,0.142,-0.005,0,-0.001,0.153,-1.163,-0.001,-0.149,0.001,-0.278,0.035,1.623,-0.002,-0.003,-0.008,0,-0.002,0.023,-0.002,0.002,0.001,-0.002,-0.002,-0.003,0.001,0.802,-0.002,0.002,-0.009,14
0.001,-0.104,-0.239,-0.558,-0.739,-0.253,-0.774,0.996,-0.006,-0.001,0.18,0.264,-1.074,-0.302,-0.002,0,-0.007,-0.001,1.236,-0.001,-0.004,-0.006,-0.001,-0.004,0.023,0,0.001,0,-0.004,-0.002,-0.006,0,0.813,-0.002,0.001,-0.012,14
0,0,-0.004,-0.002,-0.91,-0.239,-0.306,-0.001,-0.006,0,-0.001,-0.002,-1.23,-0.739,-0.127,0.001,-0.09,-0.001,1.31,-0.004,-0.004,-0.018,-0.002,-0.007,0.031,-0.002,0.002,0.001,-0.003,-0.003,-0.003,0,0.79,-0.005,0.002,-0.013,14
0.001,0,-0.006,-0.002,-0.688,-0.005,-0.496,-0.001,-0.007,-0.001,0.153,0.231,-0.415,-0.41,0.001,0,0.001,-0.003,1.284,-0.004,-0.006,-0.019,-0.002,-0.008,0.041,0,0.001,-0.001,-0.003,-0.003,-0.006,0.001,0.793,-0.006,0.001,-0.015,14
0,0,-0.004,-0.002,-0.568,-0.333,-0.26,-0.001,-0.007,0,-0.001,-0.003,-1.243,0.003,-0.154,0.001,-0.001,-0.002,0.933,-0.006,-0.004,-0.027,-0.003,-0.01,0.037,0.949,0.002,0.001,-0.002,-0.003,-0.003,0,0.739,-0.007,0.001,-0.013,14
-0.76,0,-0.005,-0.002,-0.966,0.008,-0.477,0,-0.079,-0.001,-0.001,-0.002,-0.221,0.001,-0.131,0.001,0.001,-0.004,1.258,-0.005,-0.005,-0.037,-0.003,-0.012,0.054,0.006,0.002,-0.001,-0.003,-0.004,-0.004,0.001,0.799,-0.008,0.001,-0.018,14
-0.025,0,-0.004,-0.001,-1.857,-0.475,-0.359,0.082,-0.008,0,-0.001,-0.005,-1.281,0.006,-0.238,-0.152,-1.485,-0.003,0.793,-0.009,-0.004,-0.036,-0.002,-0.014,0.04,-0.003,0.003,0.001,-0.002,-0.164,-0.002,0,0.849,-0.009,0.002,-0.016,14
0.001,0,-0.004,-0.001,-0.928,-0.019,-0.521,0.048,-0.008,-0.001,0.463,-0.003,-0.403,0.002,-0.121,0.001,0.001,-0.005,0.828,-0.008,-0.005,1.854,-0.003,-0.015,0.059,0,0.002,0,-0.002,-0.005,0.001,0.001,0.989,-0.008,0.002,-0.022,14
-0.134,0,-0.122,-0.001,-1.024,-0.248,-0.517,0.071,-0.008,-0.334,0,-0.007,-1.313,0.002,-0.25,0.001,-0.145,-0.002,0.728,-0.01,-0.004,-0.032,-0.003,-0.015,0.044,-0.003,0.004,0.001,-0.001,-0.008,-0.004,0.001,0.673,-0.007,0.002,-0.022,14
-0.571,0,-0.005,-0.002,-1.056,0.005,-0.698,0.266,-0.008,-0.001,0.225,-0.005,-0.102,0.002,-0.025,0.002,-0.069,0.952,0.822,-0.011,-0.006,-0.03,-0.004,-0.023,0.066,0.456,0.002,0,-0.001,-0.007,-0.006,0.001,0.703,-0.01,0.001,-0.029,14
-0.173,0.001,-0.085,-0.002,-0.952,-0.308,-0.508,0.168,-0.008,0,-0.001,-0.005,-1.397,0.004,-0.019,0.001,-0.467,-0.002,0.68,-0.009,-0.003,-0.014,-0.003,-0.017,0.042,-0.002,0.003,0.002,0,-0.011,-0.002,0.003,0.59,-0.006,0.002,-0.019,14
0.001,0,-0.004,-0.001,-1.023,-0.03,-0.614,0.185,-0.007,-0.001,0,-0.004,-0.07,0.003,-0.073,-0.266,-0.624,-0.006,0.587,-0.008,-0.006,-0.037,-0.003,-0.024,0.058,-0.002,0.003,0,-0.001,-0.009,-0.007,0.001,0.666,-0.012,0.001,-0.022,14
0.001,0.002,-0.156,-0.001,-0.811,-0.307,-0.454,0.981,-0.006,-0.117,0,-0.004,-1.176,0.003,-0.001,0.002,-0.32,-0.003,0.965,-0.008,-0.003,-0.041,-0.002,-0.018,0.041,-0.002,0.003,0.003,-0.001,-0.012,-0.002,0.001,0.615,-0.007,0,-0.015,14
0.001,0.001,-0.004,-0.002,-1.093,-0.114,-0.665,0.029,-0.006,-0.001,0,-0.002,-0.097,0.002,0.002,0.001,-0.381,-0.005,0.396,-0.006,-0.006,-0.031,-0.001,-0.023,0.053,-0.003,0.003,0.002,0,-0.009,-0.005,0.001,0.718,-0.008,0.067,-0.016,14
0.001,0.002,-0.275,-0.001,-1.253,-0.32,-0.581,0.701,-0.005,0,0,-0.002,-1.218,0.001,-0.549,0.001,-0.454,0.124,0.691,-0.007,-0.004,0.075,0.001,-0.017,0.075,-0.003,0,0.005,-0.001,-0.012,-0.001,0.004,1.113,-0.005,0.002,-0.008,14
0,0.001,-0.005,-0.002,-0.935,-0.094,-0.646,0.277,-0.006,0,0.12,0.114,-0.435,-0.008,0.002,0.001,-0.441,-0.003,0.453,-0.005,-0.004,-0.026,0.001,-0.023,0.042,-0.001,0.002,0.002,-0.002,-0.007,-0.003,0.003,0.745,-0.004,0.001,-0.009,14
0.001,0.002,-0.143,-0.001,-1.02,-0.207,-0.074,0.517,-0.004,0,0,-0.001,-1.214,0,-0.003,0.001,-0.399,-0.001,0.595,-0.005,-0.002,-0.026,0.001,-0.015,0.024,-0.004,0.001,0.004,0,-0.007,0.001,0.002,0.668,-0.004,0.002,-0.001,14
0,0.001,-0.004,-0.002,-0.855,-0.088,-0.384,0.222,-0.004,0.001,0,0.336,-0.352,-0.001,0.002,0.001,-0.642,-0.002,0.483,-0.001,-0.004,-0.019,0.001,-0.018,0.025,-0.002,0.002,0.003,-0.001,-0.004,0.001,0.001,0.685,-0.002,0.002,-0.001,14
0.001,0.002,-0.111,-0.002,-1.046,-0.173,-0.395,0.513,-0.004,0,0,-0.002,-0.603,-0.002,0,0.001,-0.58,0,0.409,-0.001,-0.001,-0.02,0.002,-0.01,0.012,0,0.001,0.003,0,-0.002,0.002,0.002,0.718,-0.002,0.002,-0.02,14
0,0.001,-0.075,-0.002,-0.618,-0.091,-0.526,0.325,-0.004,0.001,0,0.185,-0.004,-0.002,0.001,0.001,-0.244,0,0.556,0.002,-0.003,-0.016,-0.023,-0.014,0.009,0,0.001,0.003,0.001,-0.001,0.001,0.002,0.859,0.001,0.002,0.002,14
-0.752,-0.867,-0.925,-0.226,-1.775,-2.486,-0.46,-0.008,-0.427,-0.909,-0.078,-0.001,-2.603,-0.692,-1.676,-1.094,-1.91,-0.036,1.026,0,-0.002,0,0.222,0,0.003,0,0.001,0.001,-0.001,0,-0.001,0.001,0,0.001,0.002,0.001,15
-0.447,-0.522,-0.601,-0.589,-1.507,-2.242,-0.842,-0.005,-0.186,-0.387,-0.022,-0.001,-1.455,-0.461,-1.586,-1.505,-1.873,0,0.262,0.001,-0.002,-0.001,-0.001,-0.002,0.001,0.001,0,0,-0.002,-0.001,-0.001,0.001,0,0,0.001,-0.001,15
-0.015,-0.059,-0.066,-0.003,-0.707,-1.536,-0.054,-0.002,-0.005,0,-0.001,-0.001,-1.252,-0.002,-0.17,0.001,-0.149,0,0.525,-0.001,-0.002,-0.002,0,0,0.01,0,0.001,0.001,-0.002,-0.001,-0.001,0.001,-0.001,0.001,0.002,-0.004,15
0,-0.001,-0.004,-0.003,-0.711,-0.941,-0.087,-0.001,-0.004,-0.002,-0.001,-0.001,-0.722,-0.002,-0.515,0,0,0,0,0,-0.002,-0.002,-0.001,-0.001,0.006,0.001,0,0,-0.003,-0.001,-0.004,0.001,-0.001,-0.001,0.001,-0.007,15
-0.422,-0.82,-0.711,-0.402,-1.642,-2.292,-0.964,-0.002,-0.049,-0.577,-0.001,-0.002,-1.875,-0.662,-1.35,-0.548,-1.209,0,0.659,-0.002,-0.003,-0.009,0,-0.002,0.023,-0.002,0.001,0.001,-0.002,-0.002,-0.002,0.001,-0.003,-0.001,0.002,-0.01,15
-0.449,-0.653,-0.561,-0.362,-1.206,-1.343,-0.875,-0.001,-0.107,-0.002,-0.001,-0.001,-1.301,-0.897,-1.189,-0.897,-0.747,-0.001,0.171,-0.001,-0.003,-0.006,-0.001,-0.004,0.022,0,0.001,0,-0.004,-0.002,-0.006,0,-0.002,-0.003,0.001,-0.012,15
-0.049,-0.875,-0.849,-0.181,-1.424,-2.089,-0.851,-0.001,-0.006,-0.66,-0.001,-0.002,-2.066,-1.436,-1.391,-0.223,-1.117,-0.002,0.085,-0.003,-0.004,-0.018,-0.002,-0.006,0.032,-0.002,0.002,0.001,-0.003,-0.003,-0.003,0,0.022,-0.005,0.002,-0.013,15
-0.261,-0.659,-0.512,-0.107,-1.207,-1.694,-0.934,-0.001,-0.007,-0.001,-0.001,-0.001,-0.942,-2.714,-1.046,-0.354,-0.81,-0.003,-0.004,-0.004,-0.005,-0.019,-0.002,-0.008,0.04,0,0.001,0,-0.002,-0.003,-0.006,0.001,-0.004,-0.006,0.001,-0.016,15
-0.411,-0.328,-0.558,-0.002,-1.2,-2.268,-0.971,-0.001,-0.007,-0.884,-0.001,-0.003,-1.949,-0.433,-1.26,-0.151,-1.125,-0.002,-0.004,-0.005,-0.004,-0.027,-0.002,-0.01,0.037,0.549,0.003,0.001,-0.002,-0.003,-0.003,0,0.073,-0.007,0.002,-0.013,15
-1.245,-0.289,-0.297,-0.002,-1.409,-1.628,-1.252,-0.001,-1.59,-0.001,0,-0.002,-0.741,-0.3,-1.375,-0.143,-0.87,-0.003,0.04,-0.005,-0.005,-0.035,-0.003,-0.012,0.054,0,0.002,-0.001,-0.003,-0.004,-0.004,0.001,-0.006,-0.008,0.001,-0.018,15
-0.293,-0.754,-0.686,-0.025,-1.638,-2.29,-4.01,-0.134,-0.586,-0.909,-0.001,-0.309,-2.473,-0.617,-1.804,-2.067,-1.415,-0.002,-0.006,-0.009,-0.005,-0.037,-0.003,-0.014,0.042,-0.003,0.004,0,-0.002,-0.005,-0.003,0.001,0.144,-0.009,0.002,-0.018,15
0.001,-0.906,-0.589,-0.001,-1.5,-1.598,-1.227,0,-0.386,-0.001,-0.231,-0.003,-1.416,-0.463,-2.359,-0.221,-1.014,-0.005,-0.01,-0.008,-0.005,-0.041,-0.003,-0.016,0.059,0,0.002,0.001,-0.002,-0.005,-0.005,0.001,-0.007,-0.008,0.001,-0.022,15
-0.583,-0.784,-0.8,-0.001,-1.445,-2.265,-0.725,-0.329,-0.008,-1.032,-0.001,-0.006,-2.675,-0.438,-1.298,-0.015,-1.026,-0.002,-0.008,-0.009,-0.004,-0.031,-0.003,-0.015,0.045,-0.003,0.003,0.001,-0.001,-0.008,-0.003,0.001,-0.006,-0.008,0.002,-0.026,15
0,-0.251,-0.712,-0.001,-1.416,-1.702,-1.045,0,-0.043,-0.003,0,-0.005,-0.532,-0.399,-2.412,-0.163,-0.881,-1.126,-0.011,-0.009,-0.006,-0.03,-0.004,-0.023,0.06,-0.002,0.003,0.001,-0.001,-0.006,-0.006,0.001,-0.008,-0.01,0.001,-0.025,15
-0.676,-0.355,-0.694,-0.102,-1.854,-2.253,-0.925,-0.279,-0.008,-1.014,0,-0.004,-2.028,-0.362,-1.445,-0.184,-1.341,-0.002,-0.009,-0.009,-0.003,-0.018,-0.003,-0.019,0.045,-0.003,0.003,0.002,-0.001,-0.012,-0.001,0.003,-0.004,-0.008,0.002,-0.02,15
-0.725,-1.444,-0.572,-0.31,-1.49,-1.932,-1.044,0,-0.006,0,-0.057,-0.004,-0.599,-0.461,-1.774,-2.641,-1.243,-0.005,-0.015,-0.008,-0.005,-0.031,-0.003,-0.026,0.058,-0.003,0.003,0.001,-0.001,-0.008,-0.006,0.001,-0.007,-0.009,0.001,-0.021,15
-1.105,-0.06,-0.833,-0.001,-1.486,-2.304,-1.827,-0.521,-0.006,-1.691,0,-0.003,-2.015,-0.232,-1.064,-0.161,-1.488,-0.003,0.504,-0.008,-0.003,-0.04,-0.002,-0.019,0.042,-0.002,0.003,0.003,-0.001,-0.013,-0.002,0.001,-0.004,-0.006,-0.001,-0.015,15
-0.364,-0.251,-0.645,-0.009,-1.162,-1.821,-0.776,-0.001,-0.446,-0.105,0,-0.002,-0.526,-1.126,-0.88,-0.095,-3.226,-0.005,-0.01,-0.005,-0.006,-0.03,-0.001,-0.023,0.052,-0.003,-0.1,0.003,-0.001,-0.008,-0.001,0.001,-0.006,-0.007,0.001,-0.015,15
-0.372,-0.101,-1.285,-1.001,-1.733,-2.36,-1.472,-0.358,-0.033,-0.867,0,-0.002,-1.857,-0.509,-1.314,-0.229,-1.606,-3.22,-0.007,-0.006,-0.004,-0.032,0,-0.017,0.041,-0.003,0.207,0.005,-0.001,-0.012,0,0.002,-0.004,-0.006,0.002,-0.008,15
-0.159,-0.378,-0.707,-0.259,-1.547,-1.345,-1.117,0,-0.005,-0.141,0,-0.112,-0.855,-1.009,-1.246,-0.171,-4.379,-0.003,-0.006,-0.004,-0.004,-0.024,0,-0.023,0.042,-0.002,0.002,0.002,-0.002,-0.006,-0.003,0.003,-0.004,-0.004,0.002,-0.009,15
0.001,-0.012,-1.262,-0.03,-1.382,-2.222,-0.357,-0.072,-0.144,-0.084,0,-0.001,-1.656,-0.283,-0.983,-0.015,-1.336,0,-0.004,-0.005,-0.003,-0.027,0.001,-0.016,0.024,-0.003,0.001,0.004,-0.001,-0.007,0.001,0.002,-0.001,-0.004,0.002,-0.002,15
0,0.001,-0.418,-0.045,-1.253,-0.901,-0.628,-0.001,-0.004,-0.271,0,-0.023,-0.668,-0.22,-1.151,-0.208,-3.169,-0.001,-0.002,-0.002,-0.003,-0.02,0.001,-0.018,0.026,-0.001,0.002,0.003,-0.001,-0.004,0.001,0.001,-0.002,-0.002,0.002,0,15
-0.007,-0.324,-1.836,-0.349,-1.949,-2.033,-0.932,-0.436,-0.137,-0.485,-0.258,-0.298,-1.571,-0.542,-1.378,-0.333,-1.767,0,-0.002,-0.001,-0.001,-0.021,0.002,-0.011,0.012,0,0.001,0.002,0,-0.003,0.002,0.002,-0.001,-0.002,0.002,0.002,15
0.001,-0.412,-1.179,-0.363,-1.582,-1.291,-1.124,-0.184,-0.025,-0.215,-0.138,-0.438,-0.847,-0.42,-1.432,-0.326,-1.478,0,-0.001,0.001,-0.003,-0.017,0.001,-0.012,0.01,0,0.001,0.003,-0.001,-0.001,0.001,0.002,-0.001,0.001,0.002,0.002,15
-0.594,-0.786,-0.804,-0.547,-1.819,-0.776,-1.499,-0.194,-1.378,-2.35,-1.144,-1.021,-1.682,-1.066,-1.728,-2.512,-2.886,-0.911,-0.204,-0.743,-1.114,-0.439,-0.11,-0.478,-0.588,-0.135,-0.497,0.136,-0.293,-0.529,-1.187,-0.201,-0.343,-0.395,0.066,-0.887,16
-0.687,-1.059,-0.648,-0.387,-1.575,-0.69,-1.417,0.316,-1.146,-2.179,-1.018,-0.828,-1.573,-0.802,-1.547,-2.144,-2.617,-0.601,-0.077,-0.658,-1.062,-0.219,0.096,-0.326,-0.451,-0.09,-0.474,0.186,-0.193,-0.335,-0.843,-0.262,-0.314,-0.288,0.186,-0.698,16
0,-1.874,-1.703,-1.469,-2.595,-1.81,-1.987,-0.506,-1.821,-2.615,-1.283,-1.176,-2.63,-1.713,-2.585,-2.762,-2.894,-1.059,0.805,-0.227,-0.466,-0.053,0.357,-0.157,0.257,0.412,0.186,0.407,-0.03,-0.222,-0.604,0.198,0.297,0.136,0.333,-0.544,16
